% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=85098, Mon Mar 29 13:17:42 2021, <python>{}</python>
1 12 0.9171624671503592 1.0000466677555726 4107.178521291855 4.1071785212918548e+03 1574240.9304405276 12372288.94000388   
2 24 0.8929952525229087 1.097217855997939 4107.178521291855 5.6839285666707336e+04 570778.8357295592 1434947.1289751488   
3 36 0.8569043345630031 1.188025733086849 4107.178521291855 1.1321025766362608e+05 613546.0206720358 4555196.481727582   
4 48 0.8545171360345631 1.2430901503677116 45.07235990203984 4.5072359902039842e+01 258904.1564345491 4020086.359271175   
5 60 0.8506411435807676 1.3146647383017716 45.07235990203984 7.7445899414744883e+02 321204.04678695847 2576138.322347331   
6 72 0.8817631656052296 1.3762332019638588 45.07235990203984 1.2727904613076507e+03 89551.84066874573 4782494.047255983   
7 84 0.8817197444432698 1.4497183164340761 45.07235990203984 2.5364781917286247e+04 286226.90839830495 2465715.623873542   
8 96 0.8867881049367506 1.5003380610107586 45.07235990203984 4.2409055929936158e+03 380751.499865114 1546642.5208360588   
9 108 0.9077791862362357 1.5681696575460777 45.07235990203984 6.4380305633597141e+02 126117.57416382886 3425056.122517239   
10 120 0.9404088071135682 1.6353993365847188 45.07235990203984 1.6885028779257902e+02 467748.96643430623 2141327.697558886   
11 132 0.9678484783846368 1.7300107421755586 45.07235990203984 6.0742835152761211e+02 907641.0190806568 2050856.8686730172   
12 144 1.0120542534807944 1.7775518359449736 45.07235990203984 8.8023251608509486e+02 420542.22790424176 2250990.2920568446   
13 156 1.0288020508334061 1.7999463090888819 45.07235990203984 1.0906466018750300e+03 168154.40529218095 879196.1261329862   
14 168 1.048716309430182 1.820409043807712 45.07235990203984 5.9873629241528633e+03 1099947.7521913743 7262559.808824416   
15 180 1.0380810762959332 1.8645649731100502 45.07235990203984 2.9358929373409042e+03 254871.87576796243 881851.8462158944   
16 192 1.0896388547770037 1.902967844282056 45.07235990203984 1.6707000700533408e+04 157757.55732122093 440638.860954945   
17 204 1.0789457778674072 1.901320445759383 45.07235990203984 3.2258916621928609e+04 248469.49672605854 3960402.815492787   
18 216 1.1420818891291815 1.9435604948379885 45.07235990203984 1.6425919279811660e+04 274543.9500428947 2505262.2093770485   
19 228 1.1276143717304088 2.0680537990118766 45.07235990203984 1.4232496884243972e+04 153497.5435999033 2737294.090525688   
20 240 1.0645436834526987 2.164045903472568 45.07235990203984 3.1328593059280308e+02 360193.84298154234 3433217.3039264833   
21 252 1.0180914502953387 2.249385400554749 45.07235990203984 7.4435148881606642e+02 473915.03724019113 1903901.34151384   
22 264 0.9858433000921605 2.2934569280990442 45.07235990203984 6.9378217288035273e+02 161746.21637850133 2716957.1479846663   
23 276 0.9266096983247766 2.3748667446087874 45.07235990203984 1.7931110695925647e+04 299811.1050514195 1361900.2824614039   
24 288 0.8873054860143427 2.454442541599905 45.07235990203984 2.3526643203132353e+03 313772.78075769247 2170594.2398974844   
25 300 0.878827364114615 2.5869494127079826 45.07235990203984 3.3533147869418549e+03 105501.13412999189 2178116.559900648   
26 312 0.8871369640943303 2.7642373304252597 45.07235990203984 8.5460456243266730e+04 394854.40868767997 1122886.5188624563   
27 324 0.915052600944485 2.9174062298417796 45.07235990203984 2.0039315662374865e+03 278021.58397798386 3271321.3101883447   
28 336 0.9018132478916058 3.1643925625942932 45.07235990203984 2.9937703735085074e+03 69855.05864203088 492586.0215921634   
29 348 0.8527727497514186 3.2894505672274157 45.07235990203984 3.0628456553635067e+02 106628.16601261841 1358758.611809699   
30 360 0.8528747684489705 3.3800395247147996 45.07235990203984 2.0140559107523484e+02 45376.499199357095 841264.1497228764   
31 372 0.8492123075761101 3.417937551048058 45.07235990203984 3.9986289684742942e+03 379981.20657754515 832874.3588350117   
32 384 0.8478942202506947 3.5043081840045507 45.07235990203984 6.4817373745454788e+03 149945.3848654478 687315.6258285161   
