% # columns="iter, evals, sigma, 0, fitness, xbest" seed=85098, Mon Mar 29 13:17:42 2021, <python>{}</python>
1 12 0.9171624671503592 0 4107.178521291855 0.06388388090271324 0.20199617348821852 1.6946459053295522 -0.5218672868358118 2.1931160776138805 1.2840528130817899 1.5540443574939222 1.1417376741072354 1.9107202710731457 1.583472159949013 -0.35738024426379744 1.8746103080540513 1.1053145283073271 1.2078585841392364 0.4305552816230491
2 24 0.8929952525229087 0 56839.285666707336 0.23832330275066962 -1.4182560325716453 1.6925427095919758 -0.9910258198637928 4.11686165526185 2.6844841898260485 1.182787646016795 1.2125915925410085 1.3368348787193365 1.3974598088496584 0.5485881240014971 -0.3393434644506088 1.9501742811737184 -0.6676924927117744 0.03552447108107204
3 36 0.8569043345630031 0 113210.25766362608 -0.33642215263898945 1.6952240082223091 0.6785936134582298 1.5570808172627735 1.7085337221079682 0.9184929978117502 2.6928065781562016 0.2623410494892576 1.689260432408861 0.7404252392351622 0.2973244689194935 -0.44503682479196816 3.0989724475124687 -0.391003938682189 0.32642264541524385
4 48 0.8545171360345631 0 45.07235990203984 -0.0006194448105232842 0.8863913467026 0.8762288434307904 0.4424047359968373 1.7522675689810001 3.0829357618835687 2.0135725329257887 0.957429930335917 2.5472895100128445 1.7970090349967016 -0.3522347759927631 0.8923017762463918 3.7000570341945185 -0.5791390328603467 0.8540241905398823
5 60 0.8506411435807676 0 774.4589941474488 -0.027217291816128586 1.1732254238628554 2.02835854591523 0.7641379691923196 2.7735621811384927 1.0028006674563898 1.133079831097797 1.4136842625305817 2.4172381354034256 0.3954747938993217 0.6975810341061011 1.3553003638638539 2.5429250620726576 -0.4257363361432352 0.8075701713285163
6 72 0.8817631656052296 0 1272.7904613076507 -0.03493489865194313 1.4674897584932545 3.117334862876137 0.17411638065091217 3.700196107552694 1.3278954052692187 1.6100529531803638 0.2841082221843887 2.701795243706384 1.44571207172967 0.47992561234064246 1.346987909175854 2.8234037333587683 -0.1205179862856133 -1.7009801636724335
7 84 0.8817197444432698 0 25364.781917286247 -0.15903968606243174 1.7462449370549677 3.2501261186906634 0.36454151451911543 4.951867144858872 3.4855378751507784 1.1308997224015163 1.2293881380473932 2.3599125399780814 0.801600168429342 0.7929880478226669 1.1754160081087888 2.8828468351372334 -0.8421813856767857 -0.8438262064815869
8 96 0.8867881049367506 0 4240.905592993616 0.064720633405504 1.4575380286019397 2.8524607073024706 2.416306523931373 3.807015074317941 2.4604875556665693 0.6648125152752458 0.904741671900549 2.5182088365757647 0.4602088602204248 -0.04283537002963128 1.3480521715783913 2.26351110563683 -0.6637052100339192 0.5491699343725311
9 108 0.9077791862362357 0 643.8030563359714 -0.02410367322198871 1.0378273978172063 2.6834602340673293 2.090149977908728 5.3356034073238945 3.0142397265787046 0.2502290495363214 0.19662870395663656 1.866179804297376 1.89624275733334 0.7204250211146318 1.339845371581515 1.6973088352486174 -0.18779964644367497 0.45271660784618917
10 120 0.9404088071135682 0 168.85028779257902 -0.009141231933794562 1.700330766103746 3.685158915217525 4.065168915618089 4.8443195910932975 2.702409301656777 1.080936668879185 0.1829115440280099 3.1576407153769392 1.5048730442274052 0.07252061043738532 0.5460163049767475 1.8504596237139697 -1.4045765036863158 -1.5436811309631449
